amenitiesId,amenities
NEWAMT416,"['Kitchen', 'Wifi', 'Dedicated workspace', 'TV', 'Hangers', 'Hair dryer', 'Essentials', 'Heating', 'Air conditioning', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Fire extinguisher', 'Lockbox', 'Private entrance', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Ceiling fan', 'Dining table', 'Toaster', 'Paid parking on premises', 'Freezer', 'Board games', 'Keurig coffee machine', 'Portable fans', 'Laundromat nearby', 'Clothing storage', 'Wine glasses']"
NEWAMT417,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Paid parking off premises', 'Heating', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Bathtub', 'Hot water', 'Body soap', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Dishes and silverware', 'Luggage dropoff allowed', 'Hot water kettle', 'Ceiling fan', 'Mini fridge', 'Toaster', 'Conditioner', 'Cleaning products', 'Clothing storage', 'Wine glasses']"
NEWAMT418,"['Elevator', 'Gym', 'Hot tub', 'Wifi', 'Iron', 'Dedicated workspace', 'TV', 'Hangers', 'Hair dryer', 'Shampoo', 'Essentials', 'Heating', 'Air conditioning', 'Body soap', 'Conditioner', 'Hot water', 'Bed linens', 'Clothing storage', 'Room-darkening shades', 'Safe', 'Crib', 'Carbon monoxide alarm', 'Fire extinguisher', 'Lock on bedroom door', 'Smoke alarm', 'Mini fridge', 'Paid parking off premises', 'Sauna', 'Luggage dropoff allowed', 'Building staff']"
NEWAMT419,"['Gym', 'Kitchen', 'Wifi', 'Cable TV', 'Washer', 'Dryer', 'Iron', 'TV', 'Hangers', 'Hair dryer', 'Shampoo', 'Essentials', 'Heating', 'Air conditioning', 'Paid parking off premises', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'Lock on bedroom door', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'Long term stays allowed', 'Shower gel', 'Baking sheet', 'Bread maker']"
NEWAMT420,"['Elevator', 'Gym', 'Kitchen', 'Wifi', 'Washer', 'Dryer', 'Iron', 'TV', 'Hangers', 'Hair dryer', 'Shampoo', 'Essentials', 'Heating', 'Air conditioning', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'Keypad', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Long term stays allowed']"
NEWAMT421,"['Elevator', 'Pool', 'Gym', 'Kitchen', 'Wifi', 'Washer', 'Dryer', 'Iron', 'TV', 'Hangers', 'Hair dryer', 'Shampoo', 'Essentials', 'Heating', 'Air conditioning', 'Bathtub', 'Hot water', 'Bed linens', 'Carbon monoxide alarm', 'Smoke alarm', 'Coffee maker', 'Dishwasher', 'Microwave', 'Oven', 'Refrigerator', 'Private entrance', 'BBQ grill', 'Backyard', 'Long term stays allowed', 'Lockbox']"
NEWAMT422,"['Kitchen', 'Wifi', 'Iron', 'Dedicated workspace', 'TV', 'Hangers', 'Hair dryer', 'Shampoo', 'Essentials', 'Heating', 'Air conditioning', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'Hot water', 'Body soap', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Long term stays allowed', 'Hot water kettle', 'Dining table', 'Toaster', 'Shower gel', 'Conditioner', 'Laundromat nearby', 'Cleaning products', 'Clothing storage', 'Wine glasses']"
NEWAMT423,"['Kitchen', 'Wifi', 'Washer', 'Dryer', 'Dedicated workspace', 'TV', 'Hangers', 'Shampoo', 'Essentials', 'Heating', 'Air conditioning', 'Free street parking', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'Keypad', 'Private entrance', 'Microwave', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Stove', 'Patio or balcony', 'Luggage dropoff allowed', 'Long term stays allowed', 'Cleaning available during stay', 'Dining table', 'Toaster', 'Freezer', 'Cleaning products', 'Clothing storage']"
NEWAMT424,"['Body soap', 'Cleaning products', 'Conditioner', 'Hair dryer', 'Hot water', 'Shampoo', 'Shower gel', 'Essentials', 'Bed linens', 'Clothing storage', 'Dryer', 'Extra pillows and blankets', 'Hangers', 'Iron', 'Washer', 'Ethernet connection', 'TV', 'Crib', 'Window guards', 'Heating', 'Carbon monoxide alarm', 'Smoke alarm', 'Wifi', 'Baking sheet', 'Coffee maker', 'Cooking basics', 'Dining table', 'Dishes and silverware', 'Dishwasher', 'Freezer', 'Hot water kettle', 'Kitchen', 'Microwave', 'Oven', 'Refrigerator', 'Stove', 'Toaster', 'Wine glasses', 'Elevator', 'Gym', 'Paid parking off premises', 'Paid parking on premises', 'Pool', 'Long term stays allowed', 'Building staff']"
NEWAMT425,"['Bathtub', 'Body soap', 'Cleaning products', 'Conditioner', 'Hair dryer', 'Hot water', 'Shampoo', 'Shower gel', 'Essentials', 'Bed linens', 'Clothing storage', 'Dryer', 'Extra pillows and blankets', 'Hangers', 'Iron', 'Washer', 'Ethernet connection', 'TV', 'Crib', 'Window guards', 'Heating', 'Carbon monoxide alarm', 'Smoke alarm', 'Wifi', 'Baking sheet', 'Coffee maker', 'Cooking basics', 'Dining table', 'Dishes and silverware', 'Dishwasher', 'Freezer', 'Hot water kettle', 'Kitchen', 'Microwave', 'Oven', 'Refrigerator', 'Stove', 'Toaster', 'Wine glasses', 'Elevator', 'Gym', 'Paid parking off premises', 'Paid parking on premises', 'Pool', 'Long term stays allowed', 'Building staff']"
NEWAMT426,"['Free parking on premises', 'Kitchen', 'Wifi', 'Iron', 'Dedicated workspace', 'TV', 'Hangers', 'Hair dryer', 'Shampoo', 'Essentials', 'Heating', 'Air conditioning', 'Smoke alarm', 'Lock on bedroom door', 'Bathtub', 'Hot water', 'Body soap', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Luggage dropoff allowed', 'Long term stays allowed', 'Kitchenette', 'Toaster', 'Freezer', 'Portable fans', 'Shower gel', 'Baking sheet', 'Conditioner', 'Laundromat nearby', 'Cleaning products']"
NEWAMT427,"['Elevator', 'Gym', 'Kitchen', 'Wifi', 'Washer', 'Dryer', 'Iron', 'TV', 'Hangers', 'Hair dryer', 'Shampoo', 'Essentials', 'Heating', 'Air conditioning', 'Smoke alarm', 'Carbon monoxide alarm', 'Lockbox', 'Private entrance', 'Bathtub', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Oven', 'Long term stays allowed']"
NEWAMT428,"['Elevator', 'Pool', 'Gym', 'Kitchen', 'Wifi', 'Washer', 'Dryer', 'Dedicated workspace', 'Hangers', 'Shampoo', 'Essentials', 'Heating', 'Air conditioning', 'Paid parking off premises', 'Smoke alarm', 'Carbon monoxide alarm', 'Lockbox', 'Bathtub', 'Room-darkening shades', 'Hot water', 'Body soap', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Stove', 'Patio or balcony', 'Outdoor dining area', 'Sound system', 'Fire pit', 'Sauna', 'Safe', 'Outdoor furniture', 'Freezer', 'Pool table', 'Portable fans', 'Shower gel', 'Conditioner', 'Trash compactor', 'Cleaning products', 'Clothing storage', 'Wine glasses']"
NEWAMT429,"['Wifi', 'Cable TV', 'Iron', 'TV', 'Hangers', 'Hair dryer', 'Shampoo', 'Essentials', 'Heating', 'Air conditioning', 'Paid parking off premises', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Fire extinguisher', 'Building staff', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Refrigerator', 'Patio or balcony', 'Backyard', 'Luggage dropoff allowed']"
NEWAMT430,"['Kitchen', 'Wifi', 'Washer', 'Dedicated workspace', 'TV', 'Essentials', 'Heating', 'Air conditioning', 'Smoke alarm', 'Fire extinguisher', 'Bathtub', 'Hot water', 'Body soap', 'Dishes and silverware', 'Cooking basics', 'Conditioner', 'Cleaning products']"
NEWAMT431,"['Kitchen', 'Wifi', 'Iron', 'Dedicated workspace', 'TV', 'Hair dryer', 'Shampoo', 'Essentials', 'Heating', 'Air conditioning', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Lockbox', 'Body soap', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Stove', 'Cleaning products']"
NEWAMT432,"['Kitchen', 'Wifi', 'Dedicated workspace', 'TV', 'Hair dryer', 'Essentials', 'Heating', 'Air conditioning', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'Bathtub', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Long term stays allowed', 'Outdoor dining area', 'Rice maker', 'Cleaning products']"
NEWAMT433,"['Wifi', 'Air conditioning', 'Paid parking off premises', 'Elevator', 'Heating', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Dedicated workspace', 'Keypad', 'Private entrance', 'Hot water', 'Body soap', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Dishes and silverware', 'Single level home', 'Patio or balcony', 'Luggage dropoff allowed', 'Long term stays allowed', 'Hot water kettle', 'Mini fridge', 'Outdoor dining area', 'Toaster', 'Outdoor furniture', 'Paid parking on premises', 'Pour-over coffee', 'Portable fans', 'Laundromat nearby', 'Cleaning products', 'Clothing storage', 'Wine glasses']"
NEWAMT434,"['Kitchen', 'Wifi', 'Cable TV', 'Washer', 'Dryer', 'Iron', 'Laptop-friendly workspace', 'TV', 'Hangers', 'Hair dryer', 'Shampoo', 'Essentials', 'Heating', 'Air conditioning', 'Hot water', 'Paid parking off premises', 'Coffee maker', 'Cooking basics', 'Dishes and silverware', 'Dishwasher', 'Microwave', 'Refrigerator', 'Oven', 'Stove', 'Lockbox', 'Private entrance', 'Long term stays allowed', 'Bed linens', 'Extra pillows and blankets', 'Carbon monoxide alarm', 'Smoke alarm', 'First aid kit']"
NEWAMT435,"['Free parking on premises', 'Kitchen', 'Wifi', 'Washer', 'Dryer', 'Iron', 'Dedicated workspace', 'TV', 'Hangers', 'Hair dryer', 'Shampoo', 'Essentials', 'Heating', 'Air conditioning', 'Free street parking', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'Keypad', 'Private entrance', 'Outlet covers', 'Changing table', 'Window guards', 'Fireplace guards', 'Crib', 'Pack ’n play/Travel crib', 'Room-darkening shades', 'Children’s dinnerware', 'Hot water', 'Body soap', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'Long term stays allowed', 'Hot water kettle', 'Safe', 'Dining table', 'Toaster', 'Freezer', 'Board games', 'Nespresso machine', 'Shower gel', 'Baking sheet', 'Barbecue utensils', 'Laundromat nearby', 'Cleaning products', 'Drying rack for clothing', 'Clothing storage', 'Wine glasses']"
NEWAMT436,"['Free parking on premises', 'Kitchen', 'Wifi', 'Iron', 'TV', 'Hangers', 'Hair dryer', 'Shampoo', 'Essentials', 'Heating', 'Air conditioning', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Fire extinguisher', 'Lockbox', 'Private entrance', 'Room-darkening shades', 'Hot water', 'Body soap', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'Luggage dropoff allowed', 'Long term stays allowed', 'Hot water kettle', 'Kitchenette', 'Mini fridge', 'Dining table', 'Toaster', 'Freezer', 'Rice maker', 'Shower gel', 'Baking sheet', 'Conditioner', 'Laundromat nearby', 'Cleaning products', 'Clothing storage', 'Wine glasses']"
NEWAMT437,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Heating', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Lockbox', 'Private entrance', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Long term stays allowed', 'Paid parking on premises']"
NEWAMT438,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Heating', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Private entrance', 'Coffee maker', 'Refrigerator', 'Dishes and silverware']"
NEWAMT439,"['Hair dryer', 'Hot water', 'Shampoo', 'Essentials', 'Bed linens', 'Extra pillows and blankets', 'Hangers', 'Iron', 'Cable TV', 'TV', 'Air conditioning', 'Heating', 'Carbon monoxide alarm', 'Fire extinguisher', 'First aid kit', 'Lock on bedroom door', 'Smoke alarm', 'Wifi', 'Coffee maker', 'Dishes and silverware', 'Kitchen', 'Refrigerator', 'Private entrance', 'Free street parking', 'Paid parking off premises', 'Pool', 'Keypad']"
NEWAMT440,"['Free parking on premises', 'Kitchen', 'Wifi', 'Washer', 'Dryer', 'Iron', 'Dedicated workspace', 'TV', 'Hangers', 'Hair dryer', 'Shampoo', 'Essentials', 'Heating', 'Air conditioning', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Fire extinguisher', 'Private entrance', 'Pack ’n play/Travel crib', 'Room-darkening shades', 'Hot water', 'Body soap', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Backyard', 'Luggage dropoff allowed', 'Cleaning available during stay', 'Hot water kettle', 'Kitchenette', 'Mini fridge', 'Outdoor dining area', 'Bikes', 'Mosquito net', 'Safe', 'Dining table', 'Toaster', 'Outdoor furniture', 'Freezer', 'Pour-over coffee', 'Board games', 'Portable fans', 'Shower gel', 'Barbecue utensils', 'Conditioner', 'Laundromat nearby', 'Cleaning products', 'Drying rack for clothing', 'Clothing storage', 'Wine glasses']"
NEWAMT441,"['Kitchen', 'Wifi', 'Breakfast', 'Cable TV', 'Iron', 'Dedicated workspace', 'TV', 'Hangers', 'Hair dryer', 'Shampoo', 'Essentials', 'Heating', 'Air conditioning', 'Free street parking', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Fire extinguisher', 'Smart lock', 'Private entrance', 'Crib', 'Room-darkening shades', 'Children’s dinnerware', 'Body soap', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Stove', 'Long term stays allowed', 'Ceiling fan', 'Mosquito net', 'Safe', 'Toaster', 'Shower gel', 'Baking sheet', 'Conditioner', 'Laundromat nearby', 'Cleaning products', 'Drying rack for clothing', 'Clothing storage', 'Wine glasses']"
NEWAMT442,"['Kitchen', 'Wifi', 'Washer', 'Dryer', 'Iron', 'Laptop-friendly workspace', 'TV', 'Hangers', 'Hair dryer', 'Shampoo', 'Essentials', 'Heating', 'Air conditioning', 'Paid parking off premises', 'Coffee maker', 'Dishes and silverware', 'Dishwasher', 'Microwave', 'Refrigerator', 'Oven', 'Stove', 'Private entrance', 'Long term stays allowed', 'Bed linens', 'Extra pillows and blankets', 'Garden or backyard', 'Fire extinguisher', 'Carbon monoxide alarm', 'Smoke alarm', 'First aid kit']"
NEWAMT443,"['Hangers', 'Extra pillows and blankets', 'Room-darkening shades', 'Carbon monoxide alarm']"
NEWAMT444,"['Elevator', 'Wifi', 'Iron', 'Dedicated workspace', 'TV', 'Hangers', 'Essentials', 'Heating', 'Air conditioning', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Fire extinguisher', 'Private entrance', 'Room-darkening shades', 'Bed linens', 'Host greets you', 'Hot water kettle', 'Mini fridge', 'Safe', 'Portable fans', 'Laundromat nearby', 'Clothing storage']"
NEWAMT445,"['Kitchen', 'Wifi', 'Dedicated workspace', 'TV', 'Hair dryer', 'Shampoo', 'Essentials', 'Heating', 'Air conditioning', 'Paid parking off premises', 'Free street parking', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Fire extinguisher', 'Keypad', 'Private entrance', 'Bathtub', 'Room-darkening shades', 'Hot water', 'Body soap', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Luggage dropoff allowed', 'Hot water kettle', 'Dining table', 'Toaster', 'Freezer', 'Board games', 'Shower gel', 'Conditioner', 'Laundromat nearby', 'Cleaning products', 'Clothing storage']"
NEWAMT446,"['Wifi', 'Iron', 'Dedicated workspace', 'TV', 'Hangers', 'Hair dryer', 'Shampoo', 'Essentials', 'Heating', 'Air conditioning', 'Bathtub', 'Body soap', 'Cleaning products', 'Conditioner', 'Hot water', 'Shower gel', 'Bed linens', 'Clothing storage', 'Extra pillows and blankets', 'Room-darkening shades', 'Ceiling fan', 'Fire extinguisher', 'First aid kit', 'Lock on bedroom door', 'Smoke alarm', 'Coffee maker', 'Dishes and silverware', 'Laundromat nearby', 'Private entrance', 'Paid parking off premises', 'Lockbox']"
NEWAMT447,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Breakfast', 'Free street parking', 'Heating', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Lockbox', 'Private entrance', 'Bathtub', 'Children’s books and toys', 'Pack ’n play/Travel crib', 'Room-darkening shades', 'Hot water', 'Body soap', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Long term stays allowed', 'Dining table', 'Toaster', 'Paid parking on premises', 'Freezer', 'Board games', 'Shower gel', 'Conditioner', 'Cleaning products', 'Clothing storage', 'Wine glasses']"
NEWAMT448,"['Hair dryer', 'Hot water', 'Shampoo', 'Shower gel', 'Essentials', 'Bed linens', 'Dryer', 'Extra pillows and blankets', 'Hangers', 'Iron', 'Washer', 'Air conditioning', 'Heating', 'Carbon monoxide alarm', 'Fire extinguisher', 'First aid kit', 'Smoke alarm', 'Wifi', 'Microwave', 'Refrigerator', 'BBQ grill', 'Backyard', 'Patio or balcony', 'Paid parking off premises', 'Long term stays allowed', 'Keypad']"
NEWAMT449,"['Kitchen', 'Wifi', 'Iron', 'TV', 'Hangers', 'Shampoo', 'Essentials', 'Heating', 'Air conditioning', 'Free street parking', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Fire extinguisher', 'Smart lock', 'Room-darkening shades', 'Hot water', 'Body soap', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Stove', 'Luggage dropoff allowed', 'Kitchenette', 'Toaster', 'Freezer', 'Shower gel', 'Baking sheet', 'Conditioner', 'Cleaning products', 'Clothing storage', 'Wine glasses']"
NEWAMT450,"['Bathtub', 'Hot water', 'Essentials', 'Bed linens', 'Clothing storage', 'Dryer', 'Extra pillows and blankets', 'Room-darkening shades', 'Safe', 'Washer', 'Ethernet connection', 'Air conditioning', 'Heating', 'Carbon monoxide alarm', 'Smoke alarm', 'Dedicated workspace', 'Wifi', 'Baking sheet', 'Cooking basics', 'Dining table', 'Dishes and silverware', 'Dishwasher', 'Freezer', 'Kitchen', 'Microwave', 'Oven', 'Refrigerator', 'Stove', 'Laundromat nearby', 'Patio or balcony', 'Elevator', 'Paid parking off premises', 'Long term stays allowed', 'Keypad']"
NEWAMT451,"['Elevator', 'Indoor fireplace', 'Gym', 'Kitchen', 'Wifi', 'Washer', 'Dryer', 'Iron', 'Dedicated workspace', 'TV', 'Hangers', 'Hair dryer', 'Shampoo', 'Essentials', 'Heating', 'Air conditioning', 'Bathtub', 'Body soap', 'Cleaning products', 'Conditioner', 'Hot water', 'Shower gel', 'Bed linens', 'Extra pillows and blankets', 'Room-darkening shades', 'Piano', 'Sound system', 'Crib', 'Portable fans', 'Fire extinguisher', 'First aid kit', 'Smoke alarm', 'Baking sheet', 'Coffee maker', 'Cooking basics', 'Dining table', 'Dishes and silverware', 'Dishwasher', 'Freezer', 'Microwave', 'Nespresso machine', 'Oven', 'Refrigerator', 'Stove', 'Wine glasses', 'Free street parking', 'Paid parking off premises', 'Cleaning available during stay', 'Long term stays allowed', 'Lockbox']"
NEWAMT452,"['Free parking on premises', 'Kitchen', 'Wifi', 'Washer', 'Dryer', 'Iron', 'Dedicated workspace', 'TV', 'Hangers', 'Hair dryer', 'Shampoo', 'Essentials', 'Heating', 'Air conditioning', 'Bathtub', 'Body soap', 'Cleaning products', 'Conditioner', 'Hot water', 'Shower gel', 'Bed linens', 'Clothing storage', 'Extra pillows and blankets', 'Room-darkening shades', 'Crib', 'Pack ’n play/Travel crib', 'Carbon monoxide alarm', 'Fire extinguisher', 'First aid kit', 'Smoke alarm', 'Baking sheet', 'Coffee maker', 'Cooking basics', 'Dining table', 'Dishes and silverware', 'Dishwasher', 'Freezer', 'Hot water kettle', 'Microwave', 'Oven', 'Refrigerator', 'Stove', 'Toaster', 'Wine glasses', 'Laundromat nearby', 'Private entrance', 'Backyard', 'Patio or balcony', 'Long term stays allowed', 'Smart lock']"
NEWAMT453,"['Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Heating', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Hangers', 'Smart lock', 'Hot water', 'Cooking basics']"
NEWAMT454,"['Free parking on premises', 'Kitchen', 'Wifi', 'Iron', 'Dedicated workspace', 'TV', 'Hangers', 'Hair dryer', 'Shampoo', 'Essentials', 'Heating', 'Air conditioning', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Fire extinguisher', 'Smart lock', 'Bathtub', 'Fireplace guards', 'Hot water', 'Body soap', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Long term stays allowed', 'Freezer', 'Board games', 'Conditioner', 'Laundromat nearby', 'Cleaning products', 'Clothing storage', 'Wine glasses']"
NEWAMT455,"['Free parking on premises', 'Kitchen', 'Wifi', 'Washer', 'Dryer', 'Iron', 'Dedicated workspace', 'TV', 'Hair dryer', 'Shampoo', 'Essentials', 'Heating', 'Air conditioning', 'Free street parking', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Fire extinguisher', 'Keypad', 'Bathtub', 'Hot water', 'Body soap', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Luggage dropoff allowed', 'Dining table', 'Toaster', 'Freezer', 'Conditioner', 'Cleaning products', 'Drying rack for clothing', 'Wine glasses']"
NEWAMT456,"['Kitchen', 'Wifi', 'Iron', 'Dedicated workspace', 'TV', 'Hangers', 'Shampoo', 'Essentials', 'Heating', 'Air conditioning', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Lockbox', 'Private entrance', 'Refrigerator', 'Dishes and silverware', 'Cooking basics']"
NEWAMT457,"['Bathtub', 'Hair dryer', 'Hot water', 'Shampoo', 'Essentials', 'Bed linens', 'Clothing storage', 'Extra pillows and blankets', 'Hangers', 'Iron', 'TV', 'Air conditioning', 'Heating', 'Carbon monoxide alarm', 'Fire extinguisher', 'First aid kit', 'Smoke alarm', 'Dedicated workspace', 'Wifi', 'Laundromat nearby', 'Private entrance', 'Free parking on premises', 'Free street parking', 'Long term stays allowed', 'Luggage dropoff allowed', 'Host greets you']"
NEWAMT458,"['Conditioner', 'Hair dryer', 'Hot water', 'Essentials', 'Bed linens', 'Hangers', 'Iron', 'TV', 'Children’s dinnerware', 'Crib', 'High chair', 'Pack ’n play/Travel crib', 'Air conditioning', 'Heating', 'Carbon monoxide alarm', 'Fire extinguisher', 'First aid kit', 'Smoke alarm', 'Wifi', 'Coffee maker', 'Cooking basics', 'Dishes and silverware', 'Kitchen', 'Microwave', 'Oven', 'Refrigerator', 'Stove', 'Free street parking', 'Long term stays allowed', 'Luggage dropoff allowed', 'Keypad']"
NEWAMT459,"['Kitchen', 'Wifi', 'Iron', 'Dedicated workspace', 'Hangers', 'Hair dryer', 'Shampoo', 'Essentials', 'Heating', 'Air conditioning', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'Lock on bedroom door', 'Keypad', 'Bathtub', 'Hot water', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Oven', 'Stove', 'Single level home', 'Patio or balcony', 'Backyard', 'Long term stays allowed', 'Mini fridge', 'Safe', 'Dining table', 'Freezer', 'Conditioner', 'Laundromat nearby', 'Clothing storage', 'Wine glasses']"
NEWAMT460,"['Hot tub', 'Kitchen', 'Wifi', 'Washer', 'Dedicated workspace', 'Air conditioning', 'Carbon monoxide alarm', 'Fire extinguisher', 'First aid kit', 'Smoke alarm', 'Refrigerator', 'Free street parking', 'Paid parking off premises', 'Lockbox']"
NEWAMT461,"['Kitchen', 'Wifi', 'TV', 'Air conditioning', 'Pool table']"
NEWAMT462,"['Elevator', 'Gym', 'Kitchen', 'Wifi', 'Iron', 'TV', 'Hangers', 'Hair dryer', 'Shampoo', 'Essentials', 'Heating', 'Air conditioning', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'Keypad', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Stove', 'Long term stays allowed']"
NEWAMT463,"['Hair dryer', 'Hot water', 'Shampoo', 'Shower gel', 'Essentials', 'Bed linens', 'Dryer', 'Hangers', 'Iron', 'Washer', 'Air conditioning', 'Heating', 'Carbon monoxide alarm', 'Fire extinguisher', 'Smoke alarm', 'Wifi', 'Microwave', 'Refrigerator', 'Free street parking', 'Paid parking off premises', 'Keypad']"
NEWAMT464,"['Bathtub', 'Body soap', 'Cleaning products', 'Conditioner', 'Hair dryer', 'Hot water', 'Shampoo', 'Shower gel', 'Essentials', 'Bed linens', 'Clothing storage', 'Dryer', 'Extra pillows and blankets', 'Hangers', 'Iron', 'Washer', 'Ethernet connection', 'TV', 'Crib', 'Window guards', 'Heating', 'Carbon monoxide alarm', 'Smoke alarm', 'Wifi', 'Baking sheet', 'Coffee maker', 'Cooking basics', 'Dining table', 'Dishes and silverware', 'Dishwasher', 'Freezer', 'Hot water kettle', 'Kitchen', 'Microwave', 'Oven', 'Refrigerator', 'Stove', 'Toaster', 'Wine glasses', 'Elevator', 'Gym', 'Paid parking off premises', 'Paid parking on premises', 'Pool', 'Long term stays allowed', 'Building staff']"
