listingId,airbnbPropertyId,bedrooms,bathrooms,maxGuests,listingTitle,propertyType,listingType,listingURL,pictureURL,createdDate,cancellationPolicy,instantBookable,petsAllowed
NEWLIS425,23199965,2,2,5,Upscale JC 2BR! Pool | Game room | City Views,Entire serviced apartment,entire_home,http://airbnb.com/rooms/23199965,https://a0.muscache.com/im/pictures/prohost-api/Hosting-23199965/original/bd3caee1-ef63-4220-9fce-238632cc44fa.jpeg?aki_policy=small,12/12/2022,moderate,False,False
NEWLIS426,7.44514E+17,1,1,3,Cozy and spacious room 25 min from Times Square,Private room in rental unit,private_room,http://airbnb.com/rooms/744513988456569876,https://a0.muscache.com/im/pictures/miso/Hosting-744513988456569876/original/959ecf4b-6f0c-45c6-9d2f-fd7ed00c9a18.jpeg?aki_policy=small,31/07/2023,Not Specified,False,False
NEWLIS427,6.02676E+17,1,1,2,"Hoboken 1BR w/ Elevator, Gym, Terrace & Courtyard",Entire rental unit,entire_home,http://airbnb.com/rooms/602676210520115306,https://a0.muscache.com/im/pictures/prohost-api/Hosting-602676210520115306/original/8de67bca-8d96-49db-aa18-b2fafc79ca2f.jpeg?aki_policy=small,31/07/2023,Not Specified,False,False
NEWLIS428,6.34029E+17,Studio,1,2,Tribeca light filled corner condo with 2 terraces.,Entire rental unit,entire_home,http://airbnb.com/rooms/634029215499837451,https://a0.muscache.com/im/pictures/347900dc-ecce-409a-9ff9-9ed5e2bf0578.jpg?aki_policy=small,31/07/2023,Not Specified,False,False
NEWLIS429,34071687,1,1,2,Courtyard King,Room in boutique hotel,hotel_room,http://airbnb.com/rooms/34071687,https://a0.muscache.com/im/pictures/632177a4-944b-4793-8729-e5b3ef81bd3b.jpg?aki_policy=small,31/07/2023,flexible,False,False
NEWLIS430,7.52909E+17,Studio,1,2,SoHo apartment,Entire rental unit,entire_home,http://airbnb.com/rooms/752908864541788629,https://a0.muscache.com/im/pictures/miso/Hosting-752908864541788629/original/fcf43bc0-3b17-48fc-80cc-7dc00cb0fc93.jpeg?aki_policy=small,31/07/2023,Not Specified,False,False
NEWLIS431,8.43577E+17,1,1,4,Cozy Apartment in West Village,Entire rental unit,entire_home,http://airbnb.com/rooms/843577360531582643,https://a0.muscache.com/im/pictures/miso/Hosting-752840239034879281/original/9061afd8-16c0-4549-a133-364a36bc9e28.jpeg?aki_policy=small,31/07/2023,Not Specified,False,False
NEWLIS432,53624259,1,1,3,Stylish Studio next to it all w/ Balcony & Trees,Entire rental unit,entire_home,http://airbnb.com/rooms/53624259,https://a0.muscache.com/im/pictures/miso/Hosting-53624259/original/a205ae0e-e44b-4436-9623-063eb2582692.jpeg?aki_policy=small,31/07/2023,flexible,False,False
NEWLIS433,34854054,1,1,2,"Hop Skip Jump Everywhere! NYC, EWR Airport...",Entire guest suite,entire_home,http://airbnb.com/rooms/34854054,https://a0.muscache.com/im/pictures/2a2dca5e-d23d-4744-88b6-a3283f8af06e.jpg?aki_policy=small,31/07/2023,moderate,False,False
NEWLIS434,39336890,1,1,2,Brand New W/ Washer Dryer Short Distance from NYC!,Entire apartment,entire_home,http://airbnb.com/rooms/39336890,https://a0.muscache.com/im/pictures/cb50eadc-fdd3-4065-b47e-3cdca15177a1.jpg?aki_policy=small,24/04/2020,strict_14_with_grace_period,False,False
NEWLIS435,53218953,1,1,3,Cozy & furnished private apt close to NYC,Entire rental unit,entire_home,http://airbnb.com/rooms/53218953,https://a0.muscache.com/im/pictures/6b8689a2-1772-4f7e-bc09-5c4d3b8a70a4.jpg?aki_policy=small,31/07/2023,Not Specified,False,False
NEWLIS436,8.64731E+17,Studio,1,6,Golden Retreat near Manhattan NYC + 1 Free Parking,Entire rental unit,entire_home,http://airbnb.com/rooms/864731365520830846,https://a0.muscache.com/im/pictures/3f713db3-7896-448b-8b73-7d81e29e3891.jpg?aki_policy=small,31/07/2023,Not Specified,False,False
NEWLIS437,36336145,1,1,4,Artistic /20 min to NYC-Parking Avail for a fee,Entire rental unit,entire_home,http://airbnb.com/rooms/36336145,https://a0.muscache.com/im/pictures/8d4e167d-d4dc-48ef-8429-90a78a4fb6a0.jpg?aki_policy=small,31/07/2023,moderate,False,False
NEWLIS438,28608363,1,1,5,Lovely Apt.  About 15 Minutes From Times Square,Entire rental unit,entire_home,http://airbnb.com/rooms/28608363,https://a0.muscache.com/im/pictures/df5f9eff-dbaf-486f-ae48-1d43a571d464.jpg?aki_policy=small,31/07/2023,strict_14_with_grace_period,False,False
NEWLIS439,361739,1,1,3,Beautiful Room for you. Near NYC.,Private room in rental unit,private_room,http://airbnb.com/rooms/361739,https://a0.muscache.com/im/pictures/5007933/8911893d_original.jpg?aki_policy=small,12/12/2022,strict_14_with_grace_period,False,False
NEWLIS440,7.13836E+17,1,1,3,Cozy basement unit house w NYC VIEW & parking spot,Entire rental unit,entire_home,http://airbnb.com/rooms/713835952563987282,https://a0.muscache.com/im/pictures/4e22a774-8d57-4649-a131-7d90853bc68d.jpg?aki_policy=small,12/09/2023,Not Specified,False,False
NEWLIS441,49658069,2,1,8,"1 New Jersey  ️2 bedrooms furnished Cable, Wifi",Entire rental unit,entire_home,http://airbnb.com/rooms/49658069,https://a0.muscache.com/im/pictures/944dfccd-a4ca-4af0-abfa-a8d7d5b7c3cd.jpg?aki_policy=small,31/07/2023,Not Specified,False,False
NEWLIS442,25802321,5,3,16,Split 5 BR/3 BA Townhouse in A+ Location! Sleeps 18!,Entire townhouse,entire_home,http://airbnb.com/rooms/25802321,https://a0.muscache.com/im/pictures/9dfa393d-c7eb-458b-8b91-f9b61ea47b4c.jpg?aki_policy=small,31/07/2020,strict_14_with_grace_period,False,False
NEWLIS443,40696231,1,1,2,Petite Queen,Room in hotel,hotel_room,http://airbnb.com/rooms/40696231,https://a0.muscache.com/im/pictures/prohost-api/Hosting-40696231/original/bafa6292-209f-4777-97f1-7701b041e277.jpeg?aki_policy=small,12/12/2022,moderate,False,False
NEWLIS444,6.92218E+17,1,1,4,SoHo View Premier Corner Room in Hotel Comfort,Entire loft,entire_home,http://airbnb.com/rooms/692217645174890864,https://a0.muscache.com/im/pictures/prohost-api/Hosting-692217645174890864/original/3dedb53e-d825-4e9c-b030-b527516e2a42.jpeg?aki_policy=small,31/07/2023,Not Specified,False,False
NEWLIS445,7.47033E+17,Studio,1,4,"Private Studio Apt. in Jersey City, 2 stops to NYC",Entire rental unit,entire_home,http://airbnb.com/rooms/747032790475597139,https://a0.muscache.com/im/pictures/miso/Hosting-747032790475597139/original/2718d7b2-851f-43ba-bcea-89a116586968.jpeg?aki_policy=small,31/07/2023,Not Specified,False,False
NEWLIS446,53171113,1,1,2,Luxury Suite in Classic Victorian Townhouse,Private room in townhouse,private_room,http://airbnb.com/rooms/53171113,https://a0.muscache.com/im/pictures/miso/Hosting-53171113/original/b56eea8a-f70c-4fa8-a69a-45d04dd3e914.jpeg?aki_policy=small,10/01/2022,flexible,False,False
NEWLIS447,38520126,1,1,4,"Bright, Stylish Garden Apartment minutes to NYC",Entire rental unit,entire_home,http://airbnb.com/rooms/38520126,https://a0.muscache.com/im/pictures/miso/Hosting-38520126/original/929ea55e-bff4-461c-8ddf-913f56d4d9a3.jpeg?aki_policy=small,31/07/2023,strict_14_with_grace_period,False,False
NEWLIS448,23791896,Studio,1,2,118 Magnolia Ave 1B,Room in hotel,hotel_room,http://airbnb.com/rooms/23791896,https://a0.muscache.com/im/pictures/c06ccd70-44a5-4bab-9a58-6d55ccbcf1ed.jpg?aki_policy=small,12/12/2022,flexible,False,False
NEWLIS449,9.09283E+17,2,1,4,Tranquil Retreat Minutes Away from NYC,Entire rental unit,entire_home,http://airbnb.com/rooms/909282667755698390,https://a0.muscache.com/im/pictures/miso/Hosting-909282667755698390/original/380f79aa-5664-40e3-9dc6-d798169700c7.jpeg?aki_policy=small,31/07/2023,Not Specified,False,False
NEWLIS450,43336441,2,2,5,"Private, Clean & Spacious Apartment in Hoboken!",Entire rental unit,entire_home,http://airbnb.com/rooms/43336441,https://a0.muscache.com/im/pictures/miso/Hosting-43336441/original/e47f39b5-44a0-4a01-8adf-94a35ceb923d.jpeg?aki_policy=small,12/12/2022,strict_14_with_grace_period,False,False
NEWLIS451,51862900,1,1,4,West Village Best Foodie Location w View,Entire rental unit,entire_home,http://airbnb.com/rooms/51862900,https://a0.muscache.com/im/pictures/8c1d634a-5800-48a7-a054-2ef7feddf4e4.jpg?aki_policy=small,12/12/2022,strict_14_with_grace_period,False,False
NEWLIS452,6.41263E+17,4,2,10,Heart of Madison 4 Bedroom/1.5 Bath,Entire home,entire_home,http://airbnb.com/rooms/641263252713955304,https://a0.muscache.com/im/pictures/02f77e00-c580-4e4b-bd35-e41f3e133594.jpg?aki_policy=small,18/01/2023,Not Specified,False,False
NEWLIS453,17746464,Studio,2,1,"Bedroom in large house 30 min to NYC, walk to town",Private room in home,private_room,http://airbnb.com/rooms/17746464,https://a0.muscache.com/im/pictures/6aa1a2ec-61ba-40f5-9bb4-e4885d606188.jpg?aki_policy=small,31/07/2023,moderate,False,False
NEWLIS454,9.10079E+17,1,1,4,Quiet & Cozy Montclair Duplex,Entire rental unit,entire_home,http://airbnb.com/rooms/910078735515363822,https://a0.muscache.com/im/pictures/miso/Hosting-910078735515363822/original/a7025f76-fd61-4eb0-b34a-5bfd1978c9f3.jpeg?aki_policy=small,31/07/2023,Not Specified,False,False
NEWLIS455,9.74565E+17,3,2,10,"Lovely Spacious 3BR, mins EWR",Entire rental unit,entire_home,http://airbnb.com/rooms/974565191687207607,https://a0.muscache.com/im/pictures/18dfd5a6-2899-4be7-92be-3ea1e4687542.jpg?aki_policy=small,12/09/2023,Not Specified,False,False
NEWLIS456,46212566,1,1,2,Beautifully Decorated 1 Bd in Heart of Montclair<3,Entire rental unit,entire_home,http://airbnb.com/rooms/46212566,https://a0.muscache.com/im/pictures/62a5960a-3ccf-40d3-a0d7-91125b573ff8.jpg?aki_policy=small,31/07/2023,flexible,False,False
NEWLIS457,28051876,1,1,2,PRIVATE SUITE ATTACHED BATHROOM BUS/TRAIN 2 NYC,Private room in home,private_room,http://airbnb.com/rooms/28051876,https://a0.muscache.com/im/pictures/miso/Hosting-28051876/original/877b3fc7-a28c-4e13-a576-1b1a67bf39ea.jpeg?aki_policy=small,12/12/2022,moderate,False,False
NEWLIS458,26849155,2,1,5,Awesome 2BR Apartment few minutes from Manhattan,Entire condo,entire_home,http://airbnb.com/rooms/26849155,https://a0.muscache.com/im/pictures/3b927051-14ed-4789-b11f-f05f77ac8d7a.jpg?aki_policy=small,12/12/2022,strict_14_with_grace_period,False,False
NEWLIS459,5.6834E+17,1,1,1,A place where you feel at home,Private room in home,private_room,http://airbnb.com/rooms/568340218000151469,https://a0.muscache.com/im/pictures/miso/Hosting-568340218000151469/original/6c864675-22b4-496b-ae95-98c4698d0d9b.jpeg?aki_policy=small,31/07/2023,Not Specified,False,False
NEWLIS460,8.79153E+17,1,1,4,Penthouse Master BR+Bath+Jacuzzi,Private room in condo,private_room,http://airbnb.com/rooms/879153003635347074,https://a0.muscache.com/im/pictures/miso/Hosting-879153003635347074/original/752ac2fd-028d-4fbb-9bd9-20c028e68d4d.jpeg?aki_policy=small,22/05/2023,Not Specified,False,False
NEWLIS461,8.49784E+17,1,1,2,Cozy studio in great location,Entire rental unit,entire_home,http://airbnb.com/rooms/849783971932118297,https://a0.muscache.com/im/pictures/7f2cc486-28db-47c9-b842-16af3509e0e6.jpg?aki_policy=small,31/07/2023,Not Specified,False,False
NEWLIS462,9.6305E+17,Studio,0,4,Sonder at One Platt | King Studio on Top Floors,Entire rental unit,entire_home,http://airbnb.com/rooms/963050321235273887,https://a0.muscache.com/im/pictures/prohost-api/Hosting-963050321235273887/original/a83544b2-174e-4af5-a513-deb2afe9bf45.jpeg?aki_policy=small,12/09/2023,Not Specified,False,False
NEWLIS463,23957017,Studio,1,1,116 Magnolia Ave 5A,Room in hotel,hotel_room,http://airbnb.com/rooms/23957017,https://a0.muscache.com/im/pictures/68536c7a-4e5d-47da-a3b3-98dfc1878b86.jpg?aki_policy=small,12/12/2022,flexible,False,False
NEWLIS464,10361564,1,1,3,Private&Clean 1BR | Workspace | Jersey City by GLS,Entire serviced apartment,entire_home,http://airbnb.com/rooms/10361564,https://a0.muscache.com/im/pictures/prohost-api/Hosting-10361564/original/f77dab01-3945-4684-ae64-20296f564977.jpeg?aki_policy=small,12/12/2022,moderate,False,False
NEWLIS465,20476965,1,1,2,Charming Private Bedroom close to NYC and Hoboken,Private room in rental unit,private_room,http://airbnb.com/rooms/20476965,https://a0.muscache.com/im/pictures/7d047909-1572-460a-a175-f417c1eac382.jpg?aki_policy=small,31/07/2023,moderate,False,False
NEWLIS466,20879649,1,1,3,Central 1BR - Free Parking & 15min to NYC,Entire apartment,entire_home,http://airbnb.com/rooms/20879649,https://a0.muscache.com/im/pictures/136267a3-2ce7-488c-a1fb-0e0cfcf8b290.jpg?aki_policy=small,26/06/2020,flexible,False,False
NEWLIS467,53220921,1,1,3,@ Lovely 1-Bedroom Apartment w/ Patio @,Entire rental unit,entire_home,http://airbnb.com/rooms/53220921,https://a0.muscache.com/im/pictures/c03e36ee-6d85-4d1f-a6fc-01bad533e20d.jpg?aki_policy=small,31/07/2023,strict_14_with_grace_period,False,False
NEWLIS468,9.28439E+17,2,1,6,Ideal 2 Bed / 1 Bath in JC!,Entire rental unit,entire_home,http://airbnb.com/rooms/928438676325509640,https://a0.muscache.com/im/pictures/miso/Hosting-928438676325509640/original/ce68f004-0f81-48f0-a87c-88e65caa119f.jpeg?aki_policy=small,01/08/2023,Not Specified,False,False
NEWLIS469,8.7163E+17,2,2,5,414-Newly Renovated Lux Apt w/ Gym and Courtyard!,Entire rental unit,entire_home,http://airbnb.com/rooms/871629526536747286,https://a0.muscache.com/im/pictures/miso/Hosting-871629526536747286/original/a5586f33-9252-4f6c-94b5-2743804253c8.jpeg?aki_policy=small,22/05/2023,Not Specified,False,False
NEWLIS470,44493919,3,2,8,Large Stylish 3BR Loft on Cobblestone Ln. near NYC,Entire loft,entire_home,http://airbnb.com/rooms/44493919,https://a0.muscache.com/im/pictures/d64543ac-6ebc-4ff3-840c-e4df1570b6aa.jpg?aki_policy=small,31/07/2023,strict_14_with_grace_period,False,False
NEWLIS471,6.94989E+17,1,1,3,New Sunny Lux South Facing 1 BR West Village MTPKG,Entire condo,entire_home,http://airbnb.com/rooms/694988811866401745,https://a0.muscache.com/im/pictures/miso/Hosting-694988811866401745/original/951abe43-06bc-4f2d-b67b-9bab225a99b1.jpeg?aki_policy=small,31/07/2023,Not Specified,False,False
NEWLIS472,9.26108E+17,1,1,4,Brand new! West Village 1 bed with washer/dryer,Entire rental unit,entire_home,http://airbnb.com/rooms/926108401326308497,https://a0.muscache.com/im/pictures/miso/Hosting-926108401326308497/original/001c8f01-4b2c-4fe3-827a-1c94b2f330f5.jpeg?aki_policy=small,01/08/2023,Not Specified,False,False
NEWLIS473,3859677,3,2,6,"European Style Ranch by the Park, 3 bedrooms ranch",Entire home,entire_home,http://airbnb.com/rooms/3859677,https://a0.muscache.com/im/pictures/51672099/f9e742ec_original.jpg?aki_policy=small,31/07/2023,strict_14_with_grace_period,False,False
NEWLIS474,6.44132E+17,1,1,1,Home away from home residence 3.,Private room in home,private_room,http://airbnb.com/rooms/644131875763965309,https://a0.muscache.com/im/pictures/36360a86-6121-4993-bc17-0b371de67e6e.jpg?aki_policy=small,31/07/2023,Not Specified,False,False
NEWLIS475,9.10139E+17,2,1,4,Stylish Montclair 2Bed 1Bath,Entire rental unit,entire_home,http://airbnb.com/rooms/910139459294087411,https://a0.muscache.com/im/pictures/miso/Hosting-910139459294087411/original/e89dbf1f-d29c-48f3-9ba0-9ecf514d2e0a.jpeg?aki_policy=small,31/07/2023,Not Specified,False,False
NEWLIS476,8.49162E+17,3,1,1,Cozy Spacious Room with big walk-in Closet,Private room in home,private_room,http://airbnb.com/rooms/849161549988184571,https://a0.muscache.com/im/pictures/2f289be4-10c0-477d-a63a-e9321e1a7287.jpg?aki_policy=small,31/07/2023,Not Specified,False,False
NEWLIS477,45527823,1,1,2,"Lovely, Cozy and Charming 1BD Basement Apartment",Entire rental unit,entire_home,http://airbnb.com/rooms/45527823,https://a0.muscache.com/im/pictures/f1bf6419-57ec-4090-a3a0-4378e59ef23f.jpg?aki_policy=small,23/04/2022,moderate,False,False
NEWLIS478,14126540,5,3,16,Sleeps 21 See New York Now,Entire rental unit,entire_home,http://airbnb.com/rooms/14126540,https://a0.muscache.com/im/pictures/512c3545-ae4e-44a7-8baa-cce37773cbf4.jpg?aki_policy=small,31/07/2023,strict_14_with_grace_period,False,False
NEWLIS479,6.91426E+17,1,1,1,Room 15 minutes to New York,Private room in condo,private_room,http://airbnb.com/rooms/691426038676620256,https://a0.muscache.com/im/pictures/miso/Hosting-691426038676620256/original/0cea5edc-5863-49c1-92cb-3684b8c21ab1.jpeg?aki_policy=small,12/09/2023,Not Specified,False,False
NEWLIS480,15041857,1,2,1,Large room in private house,Private room in home,private_room,http://airbnb.com/rooms/15041857,https://z1.muscache.cn/im/pictures/5df28a71-2eb4-4fab-97b7-4df0e94698e7.jpg?aki_policy=small,20/04/2022,moderate,False,False
NEWLIS481,7.04895E+17,3,2,4,Spacious entire Apartment by Liberty State Park!,Entire rental unit,entire_home,http://airbnb.com/rooms/704894647798273672,https://a0.muscache.com/im/pictures/miso/Hosting-704894647798273672/original/b7e20ac0-c404-4833-ad83-9660cdba5ee3.jpeg?aki_policy=small,31/07/2023,Not Specified,False,False
NEWLIS482,45688889,2,1,6,Sonder Battery Park | Two-Bedroom Apartment,Entire rental unit,entire_home,http://airbnb.com/rooms/45688889,https://a0.muscache.com/im/pictures/prohost-api/Hosting-45688889/original/9565b6db-6264-4633-a451-dbf6c81da20b.jpeg?aki_policy=small,31/07/2023,strict_14_with_grace_period,False,False
NEWLIS483,8.53725E+17,1,1,2,Luxury 1 bdrm on the Hudson in Battery Park City,Entire rental unit,entire_home,http://airbnb.com/rooms/853724609856208771,https://a0.muscache.com/im/pictures/0c05c518-6288-43ef-8b67-75f5a5201081.jpg?aki_policy=small,31/07/2023,Not Specified,False,False
NEWLIS484,38404770,Studio,1,4,Sonder at One Platt | Superior Studio Apartment,Entire rental unit,entire_home,http://airbnb.com/rooms/38404770,https://a0.muscache.com/im/pictures/prohost-api/Hosting-38404770/original/5f433329-96f3-4ccb-9897-c88a0a003d6b.jpeg?aki_policy=small,31/07/2023,strict_14_with_grace_period,False,False
NEWLIS485,8.64559E+17,1,3,1,Cozy & Clean Room! Close to NyC *Longterm Stay!,Private room in rental unit,private_room,http://airbnb.com/rooms/864558881077199946,https://a0.muscache.com/im/pictures/miso/Hosting-864558881077199946/original/e4c5f91e-62ed-4e2b-8fae-66918be6b990.jpeg?aki_policy=small,31/07/2023,Not Specified,False,False
NEWLIS486,52297664,2,1,6,Modern + Bright 2bed Hoboken Condo -Minutes to NYC,Entire condo,entire_home,http://airbnb.com/rooms/52297664,https://a0.muscache.com/im/pictures/26181d4e-1c4e-4bc7-a220-0951ea23f15b.jpg?aki_policy=small,31/07/2023,better_strict_with_grace_period,False,False
NEWLIS487,43443976,1,1,1,NICE SOHO ROOM ON PRINCE STREET- BEST PART OF NYC,Private room in rental unit,private_room,http://airbnb.com/rooms/43443976,https://a0.muscache.com/im/pictures/miso/Hosting-43443976/original/00241ae5-7119-4218-bd9f-748c1c37f6b2.jpeg?aki_policy=small,12/12/2022,strict_14_with_grace_period,False,False
NEWLIS488,3587219,Studio,1,2,Charming studio in heart of West Village,Entire rental unit,entire_home,http://airbnb.com/rooms/3587219,https://a0.muscache.com/im/pictures/a7ce67cd-f8bc-4b00-832b-130450a8d614.jpg?aki_policy=small,31/07/2023,flexible,False,False
NEWLIS489,38347351,2,1,5,*Designer* 2 Bedroom Loft~4 BEDS~Greenwich Village,Entire rental unit,entire_home,http://airbnb.com/rooms/38347351,https://a0.muscache.com/im/pictures/071dccdd-c350-42fd-96dd-f46bc2e95207.jpg?aki_policy=small,12/12/2022,strict_14_with_grace_period,False,False
NEWLIS490,8.78971E+17,1,1,4,Center of town condo in Hoboken,Entire condo,entire_home,http://airbnb.com/rooms/878971445276949659,https://a0.muscache.com/im/pictures/miso/Hosting-878971445276949659/original/e934fcd9-14de-4327-936e-88df88f1e5c3.jpeg?aki_policy=small,31/07/2023,Not Specified,False,False
NEWLIS491,7031918,1,1,2,1st Floor Master Suite close to NYC,Entire guest suite,entire_home,http://airbnb.com/rooms/7031918,https://a0.muscache.com/im/pictures/784be259-03a4-4f85-9215-bbf2c4166f89.jpg?aki_policy=small,31/07/2023,strict_14_with_grace_period,False,False
NEWLIS492,7.64725E+17,2,1,4,Mamas Love Apartment,Entire rental unit,entire_home,http://airbnb.com/rooms/764725105138814902,https://a0.muscache.com/im/pictures/miso/Hosting-764725105138814902/original/bb118d72-c436-4091-a02f-ebfec0f5fd11.jpeg?aki_policy=small,31/07/2023,Not Specified,False,False
NEWLIS493,11222927,1,1,1,Basic Bedroom - Shared bathroom - NO Parking,Private room in townhouse,private_room,http://airbnb.com/rooms/11222927,https://a0.muscache.com/im/pictures/81215535-e005-4b9b-9999-03f7af777e27.jpg?aki_policy=small,31/07/2023,moderate,False,False
NEWLIS494,5.54901E+17,3,3,10,Your Gathering Spot,Entire home,entire_home,http://airbnb.com/rooms/554901272294546404,https://a0.muscache.com/im/pictures/300a9036-3c47-498f-83cd-275f1f9eec15.jpg?aki_policy=small,31/07/2023,Not Specified,False,False
NEWLIS495,49260575,6,3,16,The Joelle | For Groups near NYC & EWR w/ Parking,Entire townhouse,entire_home,http://airbnb.com/rooms/49260575,https://a0.muscache.com/im/pictures/e46ea97c-2156-43eb-9c3e-bc2e83c8c2e4.jpg?aki_policy=small,31/07/2023,moderate,False,False
NEWLIS496,21623947,1,1,4,FRESHLY RENOVATED ROOM Close to NYC-up to 4 people,Private room in guest suite,private_room,http://airbnb.com/rooms/21623947,https://a0.muscache.com/im/pictures/3cb02b7b-5fe2-48d0-b387-cbf0ae50ef6d.jpg?aki_policy=small,12/12/2022,flexible,False,False
NEWLIS497,33112012,Studio,1,4,"Studio near NYC, Newark Airport and Path Train.",Entire rental unit,entire_home,http://airbnb.com/rooms/33112012,https://a0.muscache.com/im/pictures/88b6b5e4-9682-4a0b-bd5d-e8825b750d25.jpg?aki_policy=small,22/07/2022,strict_14_with_grace_period,False,False
NEWLIS498,8.33592E+17,1,1,4,Studio #30 on the back,Entire rental unit,entire_home,http://airbnb.com/rooms/833591580807679478,https://a0.muscache.com/im/pictures/miso/Hosting-833591580807679478/original/c4b5de0e-5431-46d2-9d6e-1d5bdbd3452a.jpeg?aki_policy=small,31/07/2023,Not Specified,False,False
NEWLIS499,1732667,1,1,2,"NYC in About 20 min.family-style,relax and elite..",Private room in home,private_room,http://airbnb.com/rooms/1732667,https://a0.muscache.com/im/pictures/3d35ff2b-eed8-4d8e-a0cf-9c44d2098289.jpg?aki_policy=small,12/12/2022,flexible,False,False
NEWLIS500,50445484,2,1,6,2BR Apt 17Mins 2 NYC Time SQ Hoboken Extended Stay,Entire home/apt,entire_home,http://airbnb.com/rooms/50445484,https://a0.muscache.com/im/pictures/3ac7efa9-945f-4104-ae44-e016f6947793.jpg?aki_policy=small,31/07/2023,strict_14_with_grace_period,False,False
SANLIS1,8351923,Studio,1,2,Cozy Garden Unit with All Amenities,Entire guest suite,entire_home,http://airbnb.com/rooms/8351923,https://a0.muscache.com/im/pictures/ca4cd4b4-178d-433c-9896-ff7f6f764f43.jpg?aki_policy=small,31/07/2023,moderate,False,False
SANLIS2,9187534,2,2,6,SF Mission Home Away form Home: Work/Family,Entire home,entire_home,http://airbnb.com/rooms/9187534,https://a0.muscache.com/im/pictures/miso/Hosting-9187534/original/2da82fad-d277-4b5f-8c94-cda212cf9455.jpeg?aki_policy=small,31/07/2023,strict_14_with_grace_period,False,False
SANLIS3,35308634,5,3,10,Exceptional 5b3b Hilltop Villa with Panoramic View,Entire home,entire_home,http://airbnb.com/rooms/35308634,https://a0.muscache.com/im/pictures/miso/Hosting-35308634/original/024012f6-002f-4efa-93ff-c6a01711fc89.jpeg?aki_policy=small,31/07/2023,moderate,False,False
SANLIS4,6329731,1,1,2,Love San Francisco,Private room in condo,private_room,http://airbnb.com/rooms/6329731,https://a0.muscache.com/im/pictures/b9971511-224e-4139-a64c-7585a662d769.jpg?aki_policy=small,31/07/2023,strict_14_with_grace_period,False,False
SANLIS5,28200634,3,2,6,Chic & Spacious Apartment near Sea Cliff w Parking,Entire rental unit,entire_home,http://airbnb.com/rooms/28200634,https://a0.muscache.com/im/pictures/92e17d74-b960-4651-bb1d-d1b8d7c82b24.jpg?aki_policy=small,31/07/2023,better_strict_with_grace_period,False,False
SANLIS6,7345170,1,1,2,Mission/Noe Valley - Katz House Rm 2of3,Private room in home,private_room,http://airbnb.com/rooms/7345170,https://a0.muscache.com/im/pictures/d09c7c39-9ff6-455b-9e38-f9c6226954bb.jpg?aki_policy=small,31/07/2023,moderate,False,False
SANLIS7,9196933,1,1,2,Dolores Terrace Private Hidden Gem,Private room in home,private_room,http://airbnb.com/rooms/9196933,https://a0.muscache.com/im/pictures/faceb527-e707-45be-ad2b-015aca8fbd39.jpg?aki_policy=small,31/07/2023,strict_14_with_grace_period,False,False
SANLIS8,3780418,Studio,1,2,Modern Studio w/Quiet Courtyard + Private Entrance,Entire guest suite,entire_home,http://airbnb.com/rooms/3780418,https://a0.muscache.com/im/pictures/50135083/49f5bdff_original.jpg?aki_policy=small,31/07/2023,moderate,False,False
SANLIS9,20505903,1,1,1,Gorgeous Master Bedroom - Private Bathroom,Private room in rental unit,private_room,http://airbnb.com/rooms/20505903,https://a0.muscache.com/im/pictures/27e1c8da-ff8a-466c-8507-0ecde19fe4d1.jpg?aki_policy=small,12/12/2022,strict_14_with_grace_period,False,False
SANLIS10,24149977,1,1,3,Ocean Beach Retreat w/Private Entrance,Entire guest suite,entire_home,http://airbnb.com/rooms/24149977,https://a0.muscache.com/im/pictures/def64892-0907-4c64-a5ad-832ca128e1b2.jpg?aki_policy=small,31/07/2023,moderate,False,False
SANLIS11,41568943,1,1,2,Kyokos AirBnb studio,Private room in home,private_room,http://airbnb.com/rooms/41568943,https://a0.muscache.com/im/pictures/bc28fb68-4c0a-4156-92de-2fd7867f8f52.jpg?aki_policy=small,31/07/2023,strict_14_with_grace_period,False,False
SANLIS12,50799581,1,1,2,Adorable studio. Free parking,Entire guest suite,entire_home,http://airbnb.com/rooms/50799581,https://a0.muscache.com/im/pictures/miso/Hosting-50799581/original/517b89f0-9e8c-4edb-84dd-8ebcedbfef8d.jpeg?aki_policy=small,31/07/2023,moderate,False,False
SANLIS13,37860137,Studio,1,2,"Quiet Garden In-law with parking, walk to Bart",Entire home,entire_home,http://airbnb.com/rooms/37860137,https://a0.muscache.com/im/pictures/d3df7ceb-d65b-4834-a6e6-163e81d4ae8a.jpg?aki_policy=small,31/07/2023,moderate,False,False
SANLIS14,29305555,1,1,2,Bernal Bliss - Remodeled Garden Apartment,Entire guest suite,entire_home,http://airbnb.com/rooms/29305555,https://a0.muscache.com/im/pictures/c66eb26c-d524-4834-8737-4628c30595e6.jpg?aki_policy=small,31/07/2023,strict_14_with_grace_period,False,False
SANLIS15,22430481,Studio,1,2,Sparkling Sunset Oasis--Beach/Park/WIFI/Clean!,Entire rental unit,entire_home,http://airbnb.com/rooms/22430481,https://a0.muscache.com/im/pictures/45dbbb64-3c67-4095-ab90-f6b7a8ecf7f0.jpg?aki_policy=small,31/07/2023,strict_14_with_grace_period,False,False
