reviewId,numberOfReviews,locationRating,communicationRating,overallRating,accuracyRating,valueRating,checkinRating,cleanlinessRating
MIAREV111,11,10,9,5,10,10,10,10
MIAREV112,106,10,10,4.5,9,9,9,9
MIAREV113,21,10,8,3.5,8,8,8,8
MIAREV114,43,10,10,5,10,9,9,10
MIAREV115,18,9,10,5,10,9,10,10
MIAREV116,142,10,10,5,10,10,10,10
MIAREV117,184,10,9,5,9,9,10,9
MIAREV118,56,9,10,4.5,10,10,10,10
MIAREV119,5,10,10,5,10,10,10,10
MIAREV120,6,10,10,5,10,10,10,10
MIAREV121,50,10,10,5,10,10,10,10
MIAREV122,140,10,9,5,9,9,9,9
MIAREV123,175,10,10,4.5,10,10,9,10
MIAREV124,130,9,10,5,10,10,10,10
MIAREV125,83,9,10,4.5,9,9,10,8
MIAREV126,137,9,10,5,10,9,10,9
MIAREV127,15,10,10,5,10,10,10,10
MIAREV128,98,9,10,5,10,9,10,10
MIAREV129,25,9,9,4.5,9,9,10,9
MIAREV130,3,10,10,5,10,10,10,9
MIAREV131,45,10,10,5,10,9,10,10
MIAREV132,2,10,10,4.5,10,9,10,0.0
MIAREV133,85,10,10,5,10,10,10,10
MIAREV134,27,10,10,5,10,9,10,10
MIAREV135,4,9,8,4.5,9,9,8,8
MIAREV136,202,9,9,4.5,9,9,10,9
MIAREV137,18,10,10,4.5,9,9,10,9
MIAREV138,39,9,10,4.5,10,9,10,10
MIAREV139,9,10,10,5,10,9,10,10
MIAREV140,8,10,10,5,10,9,10,10
MIAREV141,8,10,10,5,10,9,10,10
MIAREV142,142,9,9,4.5,9,9,9,9
MIAREV143,12,9,9,4.5,9,9,9,9
MIAREV144,17,9,10,5,10,9,10,10
MIAREV145,84,10,9,4,9,8,9,8
MIAREV146,203,10,10,5,10,10,10,10
MIAREV147,95,9,9,4.5,9,9,9,9
MIAREV148,163,10,10,5,10,10,10,10
MIAREV149,20,10,10,5,10,10,10,10
MIAREV150,18,10,10,5,10,10,10,10
MIAREV151,53,10,10,5,10,10,10,9
MIAREV152,59,10,10,5,10,10,10,10
MIAREV153,8,10,10,5,10,10,10,10
MIAREV154,17,10,9,4.5,9,9,10,8
MIAREV155,129,10,10,4.5,9,9,9,9
MIAREV156,218,10,10,5,10,10,10,10
MIAREV157,80,9,10,4.5,9,9,10,9
MIAREV158,178,9,9,4.5,9,9,9,9
MIAREV159,31,10,9,5,10,9,10,9
MIAREV160,209,10,10,5,10,10,10,10
MIAREV161,101,10,9,4.5,9,9,9,8
MIAREV162,44,10,10,5,10,10,10,10
MIAREV163,144,10,10,5,10,10,10,10
MIAREV164,10,9,10,4.5,10,9,10,9
MIAREV165,1,9,10,0.0,8,6,9,0.0
MIAREV166,292,10,10,5,10,10,10,10
MIAREV167,126,8,9,4.5,9,9,9,10
MIAREV168,73,9,9,4.5,9,9,9,9
MIAREV169,89,10,10,5,10,10,10,10
MIAREV170,11,9,8,4.5,8,9,9,9
MIAREV171,23,7,9,4,8,8,9,8
MIAREV172,19,9,9,4.5,9,9,9,9
MIAREV173,23,9,9,4,8,8,9,8
MIAREV174,18,10,10,5,10,9,10,9
MIAREV175,33,9,9,4.5,9,9,9,8
MIAREV176,18,10,10,5,10,10,10,9
MIAREV177,13,8,9,4,8,8,8,7
MIAREV178,94,9,10,5,10,9,10,10
MIAREV179,117,9,10,5,10,9,10,9
MIAREV180,24,8,10,5,10,10,10,10
MIAREV181,1,10,10,0.0,10,10,10,10
MIAREV182,156,10,10,5,10,10,9,10
MIAREV183,5,10,10,5,10,10,10,10
MIAREV184,0,9,10,5,10,8,10,10
MIAREV185,93,9,9,4.5,9,9,10,9
MIAREV186,29,10,10,5,10,10,10,10
MIAREV187,26,10,10,5,10,9,10,10
MIAREV188,39,10,10,4.5,10,9,10,9
MIAREV189,47,9,10,4.5,9,9,10,10
MIAREV190,114,10,9,4.5,10,9,9,9
MIAREV191,19,10,10,5,10,10,10,10
MIAREV192,582,9,10,5,10,9,10,9
MIAREV193,455,9,10,5,10,9,10,10
MIAREV194,168,10,9,5,10,9,10,9
MIAREV195,62,10,10,5,10,10,10,9
MIAREV196,126,9,9,4.5,9,9,10,9
MIAREV197,19,10,10,4.5,10,10,10,10
MIAREV198,28,10,10,5,10,10,10,10
MIAREV199,22,9,10,4.5,10,10,9,10
MIAREV200,0,10,9,4.5,9,9,9,9
MIAREV201,47,10,10,5,10,9,10,10
MIAREV202,37,10,8,4.5,10,9,10,9
MIAREV203,26,10,10,5,10,10,9,10
MIAREV204,58,10,10,5,10,10,10,10
MIAREV205,206,9,10,5,10,10,10,10
MIAREV206,132,9,10,5,10,10,10,10
MIAREV207,99,10,9,4.5,9,9,10,9
MIAREV208,235,9,10,4.5,10,10,10,10
MIAREV209,77,10,10,5,10,10,10,10
MIAREV210,5,10,9,5,10,9,10,10
MIAREV211,297,9,10,4.5,10,9,10,9
MIAREV212,2,10,9,4.5,7,8,10,0.0
MIAREV213,32,10,8,4,9,8,8,8
MIAREV214,101,9,10,5,10,10,10,10
MIAREV215,119,10,10,5,10,10,10,10
MIAREV216,382,8,9,4.5,9,9,10,9
MIAREV217,82,10,10,5,10,9,10,10
MIAREV218,60,10,10,5,9,9,10,10
MIAREV219,48,9,9,4.5,9,9,10,9
MIAREV220,31,10,9,4.5,9,9,10,10
MIAREV221,52,10,10,5,10,10,10,10
MIAREV222,33,9,10,4.5,10,10,10,9
MIAREV223,21,10,10,5,10,10,10,10
MIAREV224,54,10,10,5,10,10,10,10
MIAREV225,1,10,10,0.0,10,10,10,10
MIAREV226,13,10,10,5,10,10,10,10
MIAREV227,22,10,10,5,10,10,10,10
MIAREV228,115,10,10,5,10,10,10,10
MIAREV229,161,8,10,4.5,9,9,10,9
MIAREV230,189,10,10,5,10,10,10,10
MIAREV231,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIAREV232,89,10,10,4.5,9,8,9,9
MIAREV233,8,9,10,4.5,9,9,9,9
MIAREV234,84,8,9,4.5,9,8,9,8
MIAREV235,84,10,9,4.5,9,9,8,9
MIAREV236,397,10,10,5,10,9,10,9
MIAREV237,1,10,10,0.0,10,10,10,10
MIAREV238,127,10,10,5,10,10,10,10
MIAREV239,3,10,10,5,10,10,10,10
MIAREV240,0,10,10,5,10,10,10,10
MIAREV241,46,9,10,5,9,9,10,10
MIAREV242,54,9,10,5,10,9,9,10
MIAREV243,36,10,10,4.5,9,9,9,9
MIAREV244,15,10,10,5,10,9,10,9
MIAREV245,227,10,10,5,10,10,10,10
MIAREV246,337,9,10,5,10,10,10,10
MIAREV247,330,10,9,4.5,9,9,9,8
MIAREV248,20,9,8,4.5,9,9,8,9
MIAREV249,40,9,9,4.5,9,9,9,9
MIAREV250,199,10,10,5,10,10,10,10
MIAREV251,36,10,9,4.5,9,9,9,9
MIAREV252,61,8,9,4.5,9,9,9,8
MIAREV253,31,10,9,4.5,10,9,10,9
MIAREV254,114,9,9,4.5,9,9,9,9
MIAREV255,59,10,10,4.5,9,9,10,10
MIAREV256,21,10,9,4,9,9,10,8
MIAREV257,33,10,10,4.5,9,9,9,9
MIAREV258,42,9,9,4,9,9,8,8
MIAREV259,34,10,10,5,10,10,9,10
MIAREV260,9,10,10,4.5,9,10,10,10
MIAREV261,36,10,10,5,10,10,10,10
MIAREV262,51,10,10,5,10,10,10,10
MIAREV263,402,10,10,5,9,9,10,9
MIAREV264,97,10,10,5,9,10,10,10
MIAREV265,342,10,10,4.5,9,9,10,9
MIAREV266,307,9,10,5,10,9,10,10
MIAREV267,211,10,10,5,10,10,10,10
MIAREV268,178,10,10,4.5,10,9,9,9
MIAREV269,53,10,10,5,9,9,10,10
MIAREV270,26,10,9,5,9,9,10,10
MIAREV271,288,9,10,5,9,9,10,10
MIAREV272,13,9,10,4.5,10,9,10,9
MIAREV273,27,9,9,4.5,9,9,9,9
MIAREV274,70,10,10,5,10,10,10,10
MIAREV275,10,10,9,5,10,10,10,9
MIAREV276,54,10,9,4.5,10,10,9,9
MIAREV277,74,9,9,4.5,9,9,9,9
MIAREV278,44,9,9,4,8,8,9,8
MIAREV279,23,9,8,4,8,7,9,8
MIAREV280,66,10,10,5,10,10,10,10
MIAREV281,34,9,9,4.5,9,9,9,9
MIAREV282,29,9,10,5,10,9,10,10
MIAREV283,23,10,10,5,10,10,9,9
MIAREV284,70,10,10,5,10,9,9,9
MIAREV285,71,9,10,5,9,9,10,10
MIAREV286,230,10,10,5,10,10,10,10
MIAREV287,156,10,10,4.5,10,9,10,10
MIAREV288,42,10,10,5,10,10,10,10
MIAREV289,472,10,10,5,9,9,10,8
MIAREV290,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIAREV291,204,10,10,5,10,9,10,9
MIAREV292,110,10,10,5,10,10,10,10
MIAREV293,251,10,10,5,10,10,10,10
MIAREV294,3,10,9,5,10,9,9,9
MIAREV295,7,10,10,5,10,10,10,10
MIAREV296,255,10,10,5,10,10,10,10
MIAREV297,105,9,10,5,10,10,10,10
MIAREV298,96,10,10,5,10,10,10,10
MIAREV299,21,10,10,4.5,9,9,10,8
MIAREV300,7,10,10,4.5,10,9,10,9
MIAREV301,2,10,10,0.0,10,10,10,10
MIAREV302,300,9,9,4,9,8,9,8
MIAREV303,10,10,10,5,10,10,10,10
MIAREV304,28,10,10,5,10,10,9,10
MIAREV305,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIAREV306,133,10,10,5,10,9,10,9
MIAREV307,71,10,10,5,10,10,10,10
MIAREV308,131,9,10,5,9,9,10,9
MIAREV309,5,10,10,4.5,8,8,8,8
MIAREV310,204,10,10,5,10,10,10,10
MIAREV311,24,10,10,5,10,10,10,10
MIAREV312,31,10,10,4.5,10,9,9,9
MIAREV313,16,9,10,4.5,9,8,10,8
MIAREV314,3,0.0,0.0,0,0.0,0.0,0.0,0.0
MIAREV315,69,9,10,5,10,10,10,10
MIAREV316,33,10,10,4.5,9,9,10,9
MIAREV317,45,10,9,4.5,9,9,9,9
MIAREV318,2,10,10,0.0,10,6,10,10
MIAREV319,72,9,10,5,10,9,10,9
MIAREV320,17,8,9,4,9,8,9,9
MIAREV321,7,9,10,5,10,10,10,10
MIAREV322,50,9,10,4.5,9,8,9,9
MIAREV323,293,10,10,5,10,10,10,10
MIAREV324,569,9,10,5,10,10,10,10
MIAREV325,87,10,10,5,10,10,10,10
MIAREV326,9,9,9,4.5,9,9,9,9
MIAREV327,49,10,10,5,10,9,10,10
MIAREV328,1,10,10,0.0,10,10,10,10
MIAREV329,128,10,10,5,10,9,10,10
MIAREV330,15,10,10,4.5,9,9,10,10
MIAREV331,123,10,10,4.5,9,9,9,9
MIAREV332,26,10,9,4.5,9,9,8,9
MIAREV333,16,10,10,5,10,10,10,10
MIAREV334,32,9,10,5,10,10,10,10
MIAREV335,149,10,9,4.5,9,9,10,9
MIAREV336,78,9,10,5,10,9,10,10
MIAREV337,1,10,10,0.0,10,10,10,10
MIAREV338,80,9,10,4.5,10,9,10,9
MIAREV339,105,10,10,5,10,10,10,9
MIAREV340,64,10,10,5,10,10,10,10
MIAREV341,178,9,9,5,9,9,10,9
MIAREV342,45,10,10,5,10,9,9,9
MIAREV343,622,10,10,5,10,10,10,10
MIAREV344,20,10,9,4.5,9,9,9,9
MIAREV345,35,9,10,5,10,10,10,10
MIAREV346,100,8,9,4.5,9,9,9,8
MIAREV347,9,9,9,4.5,9,9,9,10
MIAREV348,6,10,8,4,9,8,9,9
MIAREV349,18,10,10,5,10,9,10,10
MIAREV350,66,9,9,4,9,8,9,8
MIAREV351,6,10,10,5,10,10,10,10
MIAREV352,120,10,9,5,10,9,9,10
MIAREV353,56,10,10,5,10,9,10,10
MIAREV354,1,10,10,0.0,10,10,10,8
MIAREV355,62,10,9,4.5,9,9,9,9
MIAREV356,1,10,10,0.0,10,10,10,10
MIAREV357,1,10,10,0.0,10,8,10,10
MIAREV358,4,10,10,5,10,10,10,9
MIAREV359,7,10,10,5,9,9,10,9
MIAREV360,65,9,10,4.5,10,10,10,10
MIAREV361,80,10,10,5,10,10,9,9
MIAREV362,52,10,9,4.5,9,9,9,9
MIAREV363,35,9,10,4.5,9,9,10,10
MIAREV364,272,10,10,5,10,10,10,10
MIAREV365,177,10,10,4.5,10,9,9,9
MIAREV366,119,10,9,5,9,9,10,10
MIAREV367,267,9,10,4.5,10,9,10,9
MIAREV368,440,10,10,5,10,10,10,10
MIAREV369,168,10,10,5,9,9,10,9
MIAREV370,19,9,10,4.5,9,9,10,10
MIAREV371,20,9,9,4.5,9,9,10,9
MIAREV372,28,10,10,5,10,9,10,10
MIAREV373,131,10,9,4.5,9,9,9,10
MIAREV374,28,10,9,4.5,9,9,9,9
MIAREV375,55,10,10,5,10,9,10,10
MIAREV376,32,9,9,4.5,9,8,9,9
MIAREV377,13,9,10,5,10,9,9,10
MIAREV378,58,10,10,5,10,10,10,10
MIAREV379,18,10,10,5,10,10,9,10
MIAREV380,4,10,10,5,10,10,10,10
MIAREV381,5,10,10,4.5,9,9,10,9
MIAREV382,12,10,10,5,10,9,9,10
MIAREV383,66,9,9,4.5,9,9,9,9
MIAREV384,323,10,10,5,10,9,10,9
MIAREV385,351,10,10,5,10,10,10,10
MIAREV386,174,9,9,4.5,9,8,9,8
MIAREV387,160,9,9,4.5,9,9,9,8
MIAREV388,90,9,10,5,9,9,10,9
MIAREV389,4,9,8,4.5,9,9,9,9
MIAREV390,16,10,10,5,10,9,9,10
MIAREV391,102,10,10,4.5,10,10,10,9
MIAREV392,1,10,10,0.0,10,10,10,10
MIAREV393,13,10,9,4.5,9,9,8,8
MIAREV394,41,10,9,4.5,9,9,10,8
MIAREV395,6,10,10,5,10,10,9,10
MIAREV396,7,10,10,5,10,9,10,10
MIAREV397,73,9,9,4.5,9,9,9,9
MIAREV398,20,10,10,5,10,10,10,0.0
MIAREV399,20,9,10,5,10,9,10,9
MIAREV400,61,10,10,5,10,9,10,10
MIAREV401,73,9,10,4.5,10,9,10,9
MIAREV402,64,10,10,4.5,9,9,9,9
MIAREV403,28,10,10,5,10,10,10,9
MIAREV404,70,10,9,4.5,9,9,9,9
MIAREV405,5,9,10,5,9,10,10,10
MIAREV406,65,9,10,4.5,9,9,10,9
MIAREV407,77,9,10,5,9,9,10,10
MIAREV408,47,10,9,4.5,9,9,9,9
MIAREV409,10,10,10,5,10,10,10,10
MIAREV410,187,10,10,5,10,10,10,10
MIAREV411,320,10,10,4.5,9,9,10,9
MIAREV412,162,10,10,5,10,10,10,10
MIAREV413,29,10,10,5,10,10,10,10
MIAREV414,204,10,10,4.5,9,9,10,10
MIAREV415,177,10,10,5,10,10,10,10
MIAREV416,107,8,9,4.5,10,9,10,10
MIAREV417,11,9,9,4,9,8,9,9
MIAREV418,90,10,9,5,10,9,10,10
MIAREV419,132,9,10,5,9,9,10,9
MIAREV420,21,9,9,4.5,9,9,9,9
MIAREV421,23,10,9,4.5,9,9,10,9
MIAREV422,0,9,9,4.5,9,8,10,0.0
MIAREV423,22,9,9,4.5,9,9,10,9
MIAREV424,106,10,10,4.5,9,9,10,9
MIAREV425,58,10,10,5,10,10,10,10
MIAREV426,1,10,10,0.0,10,10,10,8
MIAREV427,400,9,9,4.5,10,9,10,10
MIAREV428,7,10,10,5,9,9,10,9
MIAREV429,143,9,10,4.5,9,9,10,9
MIAREV430,89,9,10,4.5,9,9,10,8
MIAREV431,140,9,9,4.5,9,9,9,9
MIAREV432,88,10,10,5,10,10,10,10
MIAREV433,116,10,10,5,10,9,10,10
MIAREV434,49,9,10,5,10,10,10,10
MIAREV435,120,10,10,5,10,9,10,9
MIAREV436,169,9,9,4.5,9,9,10,9
MIAREV437,60,10,10,5,10,10,10,10
MIAREV438,47,10,10,4.5,10,9,10,9
MIAREV439,115,10,10,5,9,9,10,10
MIAREV440,103,9,10,5,9,9,10,9
MIAREV441,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIAREV442,1,10,10,0.0,10,8,10,8
MIAREV443,114,10,10,5,10,10,10,10
MIAREV444,26,9,10,4,9,9,10,9
MIAREV445,38,10,10,4.5,10,9,10,10
MIAREV446,9,9,10,4.5,10,9,10,10
MIAREV447,89,10,10,5,10,9,10,10
MIAREV448,0,10,8,4,8,8,8,8
MIAREV449,16,9,10,4.5,10,10,9,10
MIAREV450,25,10,10,5,10,9,10,9
MIAREV451,148,10,10,4.5,9,9,10,9
MIAREV452,64,8,10,4.5,9,9,10,9
MIAREV453,51,10,10,5,10,10,10,10
MIAREV454,19,10,10,5,10,10,10,10
MIAREV455,60,10,10,5,10,9,10,10
MIAREV456,152,10,10,5,10,10,10,9
MIAREV457,0,9,10,4.5,9,9,10,0.0
MIAREV458,168,10,10,5,10,10,10,10
MIAREV459,69,10,10,5,10,9,10,10
MIAREV460,207,9,10,4.5,9,9,10,9
MIAREV461,19,9,9,4,9,8,9,9
MIAREV462,278,10,10,4.5,10,10,10,9
MIAREV463,39,10,9,4.5,9,8,9,8
MIAREV464,16,10,10,5,10,9,10,10
MIAREV465,77,8,9,4,8,9,9,8
MIAREV466,4,9,10,4,9,8,10,9
MIAREV467,6,9,9,4.5,8,9,10,10
MIAREV468,52,10,9,5,10,10,9,10
MIAREV469,15,9,9,4.5,9,9,9,9
MIAREV470,69,10,10,5,10,10,10,10
MIAREV471,45,10,10,5,10,10,10,10
MIAREV472,312,10,10,5,10,10,10,10
MIAREV473,7,10,10,5,10,10,10,9
MIAREV474,2,10,10,0.0,9,9,10,10
MIAREV475,4,8,8,4,8,8,8,8
MIAREV476,29,9,10,5,10,9,10,9
MIAREV477,44,10,10,5,10,9,10,10
MIAREV478,64,10,10,5,10,9,10,10
MIAREV479,136,9,9,4.5,8,8,10,9
MIAREV480,10,10,10,5,10,10,10,0.0
MIAREV481,68,10,10,5,10,9,10,10
MIAREV482,20,10,10,4.5,9,9,9,9
MIAREV483,104,10,10,5,10,9,10,10
MIAREV484,16,10,10,5,10,9,10,9
MIAREV485,58,9,10,4.5,9,9,10,9
MIAREV486,6,10,10,5,10,10,10,10
MIAREV487,48,9,10,4.5,10,9,10,9
MIAREV488,25,10,10,5,10,9,10,10
MIAREV489,86,10,9,4.5,9,9,9,9
MIAREV490,65,9,9,4.5,9,9,9,9
MIAREV491,27,10,9,4.5,8,8,9,9
MIAREV492,67,10,10,5,10,10,10,10
MIAREV493,4,10,10,5,10,10,10,10
MIAREV494,26,9,10,4.5,9,8,10,9
MIAREV495,23,9,10,5,10,9,10,10
MIAREV496,0,10,9,4.5,9,9,9,9
MIAREV497,19,10,10,5,10,10,10,10
MIAREV498,82,10,10,4.5,9,9,10,9
MIAREV499,134,9,10,4.5,9,9,10,9
MIAREV500,10,10,10,5,10,9,10,0.0
NEWREV1,10,9,10,5,10,10,10,10
NEWREV2,210,8,10,4.8,9,9,10,10
NEWREV3,24,9,10,4.9,9,9,10,10
NEWREV4,0,10,9,4.5,9,9,9,7
NEWREV5,118,9,10,4.7,9,9,10,9
NEWREV6,178,9,10,4.7,9,9,10,9
NEWREV7,1,10,10,5,10,10,10,10
NEWREV8,3,9,10,5,10,10,9,10
NEWREV9,10,10,10,4.9,10,10,10,10
NEWREV10,2,8,10,5,10,10,9,10
NEWREV11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEWREV12,26,10,9,4.5,10,9,9,9
NEWREV13,39,8,9,4.1,8,8,8,8
NEWREV14,5,9,10,5,9,10,10,10
NEWREV15,16,10,10,5,10,10,10,10
NEWREV16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEWREV17,22,9,10,4.8,10,10,10,10
NEWREV18,514,10,10,4.9,10,10,10,9
NEWREV19,7,10,10,5,10,9,10,9
NEWREV20,76,9,10,5,10,10,10,10
NEWREV21,91,10,10,4.8,10,9,10,10
NEWREV22,28,10,10,5,10,10,10,10
NEWREV23,6,9,10,4.3,9,9,10,8
NEWREV24,16,8,10,4.8,9,9,9,10
NEWREV25,4,9,10,4.5,9,8,9,9
NEWREV26,1,10,4,4,8,6,4,6
NEWREV27,2,10,10,5,10,10,10,10
NEWREV28,1,8,10,5,8,8,10,10
NEWREV29,1,10,10,4,10,8,10,10
NEWREV30,12,9,10,4.3,9,9,10,9
NEWREV31,12,10,10,4.9,10,10,10,10
NEWREV32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEWREV33,3,10,10,5,10,10,10,10
NEWREV34,52,10,10,5,10,10,10,10
NEWREV35,161,9,9,4.3,8,8,9,9
NEWREV36,10,7,8,3.7,7,6,8,7
NEWREV37,1,10,10,5,10,10,10,10
NEWREV38,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEWREV39,5,8,8,4.6,10,10,8,10
NEWREV40,31,10,10,4.9,10,10,10,10
NEWREV41,6,10,9,4.4,9,10,10,10
NEWREV42,36,9,10,4.8,10,10,10,9
NEWREV43,93,9,10,5,10,10,10,10
NEWREV44,79,10,10,4.8,10,9,9,10
NEWREV45,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEWREV46,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEWREV47,25,9,10,4.8,10,9,10,10
NEWREV48,8,10,10,5,10,10,10,10
NEWREV49,10,7,9,4.3,9,9,9,9
NEWREV50,21,8,8,4,9,8,10,8
NEWREV51,2,9,9,4.3,9,9,9,9
NEWREV52,2,10,10,5,10,10,10,10
NEWREV53,11,9,10,4.5,9,9,9,9
NEWREV54,1,10,10,5,10,10,10,10
NEWREV55,5,9,10,4.6,10,9,10,9
NEWREV56,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEWREV57,24,10,9,4.5,9,9,10,9
NEWREV58,4,9,10,4.5,10,9,10,10
NEWREV59,32,9,10,4.7,9,9,10,9
NEWREV60,108,10,10,5,10,10,10,10
NEWREV61,15,9,10,4.8,10,10,10,10
NEWREV62,74,9,9,4.7,9,9,10,10
NEWREV63,25,9,10,5,10,10,10,10
NEWREV64,2,8,10,3.5,9,7,10,7
NEWREV65,21,7,8,3.8,8,7,9,8
NEWREV66,99,10,10,5,10,10,10,10
NEWREV67,9,9,10,4.5,9,9,10,9
NEWREV68,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEWREV69,9,10,10,5,10,10,10,10
NEWREV70,186,10,10,4.8,10,10,10,10
NEWREV71,26,10,10,4.8,9,9,10,10
NEWREV72,22,9,10,4.7,10,9,10,10
NEWREV73,13,8,10,4.7,10,9,10,10
NEWREV74,1,10,10,5,10,10,10,10
NEWREV75,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEWREV76,7,10,10,5,10,10,10,10
NEWREV77,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEWREV78,4,10,10,5,10,10,10,10
NEWREV79,2,10,10,5,10,10,10,10
NEWREV80,18,9,10,5,10,10,10,10
NEWREV81,30,10,10,4.8,9,9,10,10
NEWREV82,10,9,10,5,10,10,10,10
NEWREV83,3,9,10,5,9,9,10,10
NEWREV84,17,10,10,5,10,10,10,10
NEWREV85,72,10,10,5,10,10,10,10
NEWREV86,13,10,9,4.8,10,10,10,10
NEWREV87,3,10,10,5,10,10,10,0.0
NEWREV88,166,10,10,4.8,10,10,10,10
NEWREV89,5,10,10,5,10,10,10,10
NEWREV90,18,10,9,4.5,9,9,9,9
NEWREV91,26,10,10,4.8,9,9,10,9
NEWREV92,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEWREV93,2,8,10,3.5,9,9,7,8
NEWREV94,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEWREV95,4,10,10,4.5,9,9,10,9
NEWREV96,4,9,10,4.2,9,9,10,9
NEWREV97,218,9,10,4.8,10,10,10,10
NEWREV98,2,8,8,5,10,8,8,10
NEWREV99,1,10,8,5,8,10,10,8
NEWREV100,15,8,10,4.5,9,9,10,9
NEWREV101,30,10,10,4.8,9,10,9,9
NEWREV102,1,2,6,3,2,2,10,8
NEWREV103,16,10,10,4.8,10,9,10,10
NEWREV104,32,10,10,4.8,10,10,10,9
NEWREV105,2,10,10,5,10,10,10,10
NEWREV106,13,8,9,4.4,9,8,9,8
NEWREV107,84,9,9,4.7,9,9,10,10
NEWREV108,4,9,10,4.8,9,9,10,10
NEWREV109,6,10,10,4.8,10,10,10,10
NEWREV110,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEWREV111,11,10,10,5,10,10,10,10
NEWREV112,6,10,10,4.8,10,8,10,10
NEWREV113,71,10,9,4.8,10,9,9,10
NEWREV114,19,10,10,5,10,10,10,10
NEWREV115,54,9,10,4.8,10,10,10,10
NEWREV116,136,10,10,4.9,10,10,10,10
NEWREV117,5,10,10,5,10,10,10,10
NEWREV118,14,9,10,4.3,9,9,9,9
NEWREV119,23,9,10,4.8,10,9,10,10
NEWREV120,7,9,10,4.8,10,10,10,10
NEWREV121,22,10,10,4.8,10,10,9,10
NEWREV122,5,8,8,4.2,8,8,8,8
NEWREV123,3,10,10,5,10,10,10,10
NEWREV124,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEWREV125,98,10,10,4.8,10,10,10,10
NEWREV126,153,10,10,4.9,10,10,10,10
NEWREV127,62,10,10,5,10,10,10,10
NEWREV128,22,10,10,5,10,10,10,10
NEWREV129,0,10,10,0.0,10,10,10,10
NEWREV130,4,9,10,5,10,10,10,10
NEWREV131,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEWREV132,2,9,10,5,9,9,10,8
NEWREV133,9,10,10,5,10,10,10,10
NEWREV134,4,10,10,4.8,10,10,10,10
NEWREV135,29,9,9,4.5,9,9,10,9
NEWREV136,31,10,10,4.8,10,9,10,10
NEWREV137,0,10,10,5,10,10,10,0.0
NEWREV138,6,10,10,5,10,10,10,10
NEWREV139,1,10,10,5,10,10,10,10
NEWREV140,1,10,10,5,10,10,10,0.0
NEWREV141,32,10,10,5,10,10,10,10
NEWREV142,9,10,10,4.9,10,10,10,10
NEWREV143,27,10,10,5,10,10,10,10
NEWREV144,14,10,10,4.8,10,9,10,10
NEWREV145,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEWREV146,1,2,2,1,2,2,2,2
NEWREV147,2,10,10,5,10,10,10,9
NEWREV148,5,10,10,4.8,10,10,10,10
NEWREV149,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEWREV150,1,6,10,5,8,10,10,10
NEWREV151,4,10,10,5,10,10,10,10
NEWREV152,1,2,2,1,2,2,4,2
NEWREV153,7,7,9,3.5,8,7,8,8
NEWREV154,0,9,10,5,10,10,10,0.0
NEWREV155,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEWREV156,90,9,10,4.9,10,10,10,9
NEWREV157,30,10,10,4.9,10,10,10,10
NEWREV158,16,9,10,4.8,10,10,10,9
NEWREV159,1,8,8,4,8,6,8,4
NEWREV160,160,9,9,4.7,9,9,9,9
NEWREV161,6,10,9,4.8,10,10,10,9
NEWREV162,91,10,10,4.8,10,9,10,10
NEWREV163,12,8,10,4.7,9,9,10,10
NEWREV164,3,9,8,3.6,7,7,10,6
NEWREV165,33,10,9,4.6,9,9,9,9
NEWREV166,6,8,9,4.2,7,8,9,8
NEWREV167,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEWREV168,46,10,10,4.8,10,9,10,10
NEWREV169,27,9,10,4.8,10,9,10,10
NEWREV170,54,9,10,4.8,10,10,10,10
NEWREV171,76,9,10,4.8,10,9,9,9
NEWREV172,17,10,10,5,10,10,10,10
NEWREV173,14,9,9,4.2,9,8,9,9
NEWREV174,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEWREV175,56,9,10,4.7,10,9,10,10
NEWREV176,1,10,10,5,10,10,10,10
NEWREV177,27,9,10,4.6,9,9,10,9
NEWREV178,41,8,10,4.6,9,9,10,9
